qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
lapchole__4749556,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:25,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,1.0
lapchole__4749553,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:22,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,1.0
lapchole__4749697,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:02,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,1.0
lapchole__4749653,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:07,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,1.0
lapchole__4749647,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:01,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,1.0
lapchole__4749512,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:41,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,1.0
lapchole__4749566,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:35,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,7,1.0
lapchole__4749597,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:06,How many Clips appear in this frame? Please provide a number.,8,number,n_instances_per_class,8,1.0
lapchole__4748292,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:23,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,1.0
lapchole__4748284,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:14,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,1.0
lapchole__4747943,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:12,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,1.0
lapchole__4747993,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:02,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,1.0
lapchole__4748039,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:48,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,1.0
lapchole__4748213,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:51,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,1.0
lapchole__4748200,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:38,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,1.0
lapchole__4748178,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:11,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,8,1.0
lapchole__4748667,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:08,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,1.0
lapchole__4749721,lapchole,0160 - Laparoscopic Cholecystectomy.mp4,lapchole/0160 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:30,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,1.0
lapchole__4767631,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:59,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4767845,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:14,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4767871,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:40,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4767884,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:53,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4768045,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:03,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4768421,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:23,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4769000,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:00,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4769223,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:24,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4769235,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:36,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4769256,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:57,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4767645,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:13,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4767989,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:24:55,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4767973,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:24:31,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4767931,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:23:40,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4768143,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:19:50,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4768425,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:27,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4769047,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:47,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4769353,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:24:43,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4769367,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:11,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4769303,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:23:44,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4767797,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:26,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4767856,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:25,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4767863,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:32,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4767899,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:23:08,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4768209,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:21:28,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4768427,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:25:29,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4769205,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:06,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4769214,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:15,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4769248,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:49,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4769253,lapchole,0167 - Laparoscopic Cholecystectomy.mp4,lapchole/0167 - Laparoscopic Cholecystectomy.mp4,train_92,00:22:54,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4799280,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:14,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4799142,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:32:07,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4799123,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:31:45,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4799192,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:33:44,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4799607,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:59,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,3.0
lapchole__4799583,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:01,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,3.0
lapchole__4799506,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:39:14,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,3.0
lapchole__4799554,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:02,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,8,3.0
lapchole__4799565,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:13,How many different foreign object instances appear in this frame? Please provide a number.,9,number,n_instances_total,9,3.0
lapchole__4799689,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:33:41,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4800071,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:19,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4799841,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:47:19,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,3.0
lapchole__4801270,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:31:43,How many Gallstones appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4800846,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:49,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4801281,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:31:55,How many Gallstones appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4801324,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:32:51,How many Gallstones appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4801075,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:03,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,3.0
lapchole__4801116,lapchole,0169 - Laparoscopic Cholecystectomy.mp4,lapchole/0169 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:32,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,3.0
lapchole__4840681,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:11,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4840704,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:56,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4840723,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:17,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4840799,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:43,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4840783,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:27,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,3.0
lapchole__4840839,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:24,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,3.0
lapchole__4841094,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:01,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4841352,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:33,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4842047,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:32,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4842060,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:55,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4842145,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:32,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4842184,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:12,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4842179,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:07,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,3.0
lapchole__4842192,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:20,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,3.0
lapchole__4840846,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:31,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4840715,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:07,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4840848,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:33,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4840901,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:26,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4840874,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:59,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,3.0
lapchole__4840857,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:42,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,3.0
lapchole__4841226,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:26,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4841363,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:44,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4842092,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:15:29,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4842202,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:30,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4842248,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:16,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4842224,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:52,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4842230,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:58,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,3.0
lapchole__4842213,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:41,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,3.0
lapchole__4840881,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:06,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4840918,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:18:43,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4840964,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:30,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4840972,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:20:38,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4840823,lapchole,0180 - Laparoscopic Cholecystectomy.mp4,lapchole/0180 - Laparoscopic Cholecystectomy.mp4,train_92,00:17:08,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,3.0
lapchole__4876295,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:40,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4876299,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:02,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4876267,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:09,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4876271,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:13,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4876284,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:26,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4876278,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:20,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__4876521,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:14,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4876602,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:56,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4877398,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:15,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4877386,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:02,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4877352,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:07,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4877390,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:07,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4877359,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:14,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4877366,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:21,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__4876352,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:55,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4876353,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:08:56,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4876474,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:59,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4876445,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:30,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4876283,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:25,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4876276,lapchole,0182 - Laparoscopic Cholecystectomy.mp4,lapchole/0182 - Laparoscopic Cholecystectomy.mp4,train_92,00:06:18,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
