qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses
lapchole__1803417,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:26:44,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__1804360,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:26:38,How many Specimens appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__1804214,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:14:22,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
lapchole__1804237,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:14:45,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
lapchole__1806511,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:25:55,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no,binary,,
lapchole__1812419,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:14:40,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
lapchole__1799553,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:17:45,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
lapchole__1799595,lapchole,0045 - Laparoscopic Cholecystectomy.mp4,lapchole/0045 - Laparoscopic Cholecystectomy.mp4,00:25:33,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2501605,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:26:29,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
lapchole__2501739,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:41,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2510441,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:27,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2510160,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:38,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2510060,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:17:44,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0
lapchole__2513022,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:04,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__2513192,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:26:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
lapchole__2512884,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:25,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__2512860,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1.0
lapchole__2512923,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:55,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2512748,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:17:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0
lapchole__2543902,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:55,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2543620,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:32,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2543623,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:11,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2543739,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:20:16,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0
lapchole__5023111,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:14,There is one sponge visible in this frame. Is this foreign object currently grasped by an instrument?,No.,open_ended,,
lapchole__5023119,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:48,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.,open_ended,,
lapchole__5023121,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:53,Which foreign object class is partially occluded (not fully visible) by an anatomical structure in this frame?,specimen bag.,open_ended,,
lapchole__2536701,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:19:31,"At timepoint 00:19:31 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:19:31. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,open_ended,,
lapchole__2556790,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:34,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2556801,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:29:32,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0
lapchole__2561926,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:18:38,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left,multiple_choice,,
lapchole__2562168,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:29:25,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,multiple_choice,,
lapchole__2562075,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:23:27,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,multiple_choice,,
lapchole__2562202,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:11,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
lapchole__2517871,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:17:35,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
lapchole__2517927,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:01,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
lapchole__2518120,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:26:53,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
lapchole__2518304,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:26:27,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
lapchole__2518291,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:04,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
lapchole__2517945,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:14,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,
lapchole__2517892,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:01,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,
lapchole__2518413,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:18:17,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__2518778,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:38,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
lapchole__2519510,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:17:45,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__2519990,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:26:07,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
lapchole__2520093,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:55,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
lapchole__2520097,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:59,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
lapchole__2520079,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:41,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
lapchole__2520103,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:05,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,
lapchole__2525189,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:21:12,Do Specimens and Sponges co-occur in this frame? Please answer with yes or no.,no,binary,,
lapchole__2524393,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:29:19,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,binary,,
lapchole__2538139,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:39,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
lapchole__2538157,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:57,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
lapchole__2501701,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:55,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
lapchole__2501757,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:59,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2510481,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:15,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2510465,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:40,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2510295,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:21:51,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0
lapchole__2513053,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:31:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__2512984,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:32:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
lapchole__2513136,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:12,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__2512814,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:40,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1.0
lapchole__2512947,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2512881,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:20:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0
lapchole__2543924,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:29:42,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2543619,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:31,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2543622,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:10,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2543836,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:23:53,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0
lapchole__5023113,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:30:14,There is one sponge visible in this frame. Is this object currently grasped by an instrument?,no.,open_ended,,
lapchole__5023117,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:43,Which foreign object class is partially occluded or not fully visible due to an instrument in this frame?,specimen.,open_ended,,
lapchole__2536836,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:22:21,"At timepoint 00:22:21 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:22:21. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,open_ended,,
lapchole__2556802,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:31:20,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2562099,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:23:59,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left,multiple_choice,,
lapchole__2562182,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:32:49,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,multiple_choice,,
lapchole__2562199,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:34:31,Where is the center of the Specimen bag located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,multiple_choice,,
lapchole__2562203,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:33:12,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
lapchole__2517922,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:18:28,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
lapchole__2518275,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:29:44,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
lapchole__2518196,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:30:15,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
lapchole__2517874,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:30:25,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
lapchole__2518188,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:31,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
lapchole__2518283,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:27:27,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,
lapchole__2517917,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:28:07,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,
lapchole__2518689,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:23:09,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__2518819,lapchole,0061 - Laparoscopic Cholecystectomy.mp4,lapchole/0061 - Laparoscopic Cholecystectomy.mp4,00:30:13,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
lapchole__2657593,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:08,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2662432,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:18:46,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2662655,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:44,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__2662584,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:03,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2663267,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:18:59,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__2663380,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__2663529,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,fo_class,,1.0
lapchole__2663290,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:10,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",fo_class,,2.0
lapchole__2679277,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:07,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__2679374,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:10,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__5023081,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:33,There is one specimen bag visible in this frame. Is this foreign object currently being grasped by an instrument?,No.,open_ended,,
lapchole__5023078,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:08,Which foreign-object class is partially occluded or not fully visible due to an instrument in this frame?,"'none'. Errors: Improved grammar and clarity (rephrased wording, added hyphenation), replaced “at this frame” with “in this frame,” and standardized the instruction to answer 'none'.",open_ended,,
lapchole__5023074,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:02,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.,open_ended,,
lapchole__2675722,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:46,"At timepoint 00:24:46 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:24:46. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: top/left,open_ended,,
lapchole__2686072,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:00,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__2688957,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:33:03,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
lapchole__5024434,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:35:34,"In which peritoneal space would the specimen bag be located if it were left behind in the abdomen at this time? Please provide a single peritoneal compartment/space name (e.g., supracolic space, infracolic space, pelvis, lesser sac) without explanation.",Left supracolic space.,open_ended,,
lapchole__2665862,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:19:04,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
lapchole__2665923,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:07,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
lapchole__2665983,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:21:09,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
lapchole__2665932,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:16,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
lapchole__2666031,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:21:57,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
lapchole__2666150,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:24:09,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,
lapchole__2666426,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:10,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__2666666,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:34:07,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
lapchole__2667467,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:19:31,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__2667503,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:07,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
lapchole__2667540,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:44,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
lapchole__2667512,lapchole,0065 - Laparoscopic Cholecystectomy.mp4,lapchole/0065 - Laparoscopic Cholecystectomy.mp4,00:20:16,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
