qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,probe_pred_set,probe_correct,token_head_answer,token_head_joint_logprob,token_head_mean_logprob,token_head_conf,n_gen_tokens,token_head_correct
heico__2524863,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:43,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0003122563684241581,-0.00010408545614138603,0.9998959199605618,3,True
heico__2525190,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:36,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.5020437246431897e-05,-5.006812415477299e-06,0.9999949932001186,3,True
heico__2525196,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:46:42,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.3215389962720954,-0.1071796654240318,0.8983642534954495,3,True
heico__2529040,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.002646470067847022,-0.001323235033923511,0.9986776400555284,2,True
heico__2528962,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:16,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Clip,False,Clip,-0.01371029584048562,-0.00685514792024281,0.9931682950074282,2,False
heico__2529184,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:36,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0009280271207765962,-0.00030934237359219873,0.9996907054678266,3,True
heico__2529011,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:12:04,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.028995388309150025,-0.009665129436383342,0.990381427812451,3,True
heico__2528812,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:50:58,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.2580385248958477,-0.08601284163194924,0.9175824478884137,3,True
heico__2569395,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:25,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,none,False,Clip,-0.5401312553915688,-0.2700656276957844,0.7633293971435304,2,True
heico__2569530,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:06:30,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,none,False,External drain,-0.325027651757995,-0.10834255058599833,0.8973201662294733,3,False
heico__2569527,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:45:44,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,none,False,External drain,-0.34190070748088874,-0.11396690249362958,0.8922874878845023,3,False
heico__2586623,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:25,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0007983632044481908,-0.0003991816022240954,0.9996008980601514,2,True
heico__2511966,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:50,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,"Clip, Sponge",-0.09766913675100637,-0.024417284187751593,0.9758784061550863,4,True
heico__2525108,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:07,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.00026974504417371547,-8.991501472457182e-05,0.9999100890275092,3,True
heico__2525171,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:09:34,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-4.828062955832938e-05,-1.6093543186109793e-05,0.9999839065863143,3,True
heico__2524823,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:02,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0001313772042778736,-4.379240142595787e-05,0.9999562085574473,3,True
heico__2529203,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Sponge,False,Sponge,-0.10049149872218721,-0.03349716624072907,0.9670576516361059,3,False
heico__2529200,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:04,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,Clip,-0.34838808883582184,-0.17419404441791092,0.8401338585549785,2,False
heico__2528801,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:21:25,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.006463054314166496,-0.0021543514380554987,0.9978479675114276,3,True
heico__2529084,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:07:45,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.016331677421552927,-0.0054438924738509755,0.99457089865617,3,True
heico__2528817,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:56,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.009244651432197836,-0.0030815504773992787,0.9969231926259847,3,True
heico__2569403,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:57,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,none,False,Sponge,-0.6764074712983831,-0.22546915709946103,0.798141677072627,3,False
heico__2569549,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:53,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,External drain,False,External drain,-0.15673603205454054,-0.05224534401818018,0.9490959832535899,3,False
heico__2569409,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:47,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-5.483641714983222e-06,-1.827880571661074e-06,0.9999981721210989,3,True
heico__2586626,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:29,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00022694025573214376,-0.00011347012786607188,0.9998865363096254,2,True
heico__2511989,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:32,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,"Specimen, Sponge",-0.4532467111866458,-0.09064934223732915,0.9133379237863347,5,False
heico__2524888,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:25,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0070684295007907875,-0.0023561431669302624,0.9976466303596784,3,True
heico__2524883,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:45,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.5854915269276305e-05,-5.284971756425435e-06,0.999994715042209,3,True
heico__2525043,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:20:02,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.14658913785688177,-0.048863045952293925,0.9523115436885244,3,True
heico__2528947,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:31,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.005136721312078587,-0.0025683606560392936,0.9974349347603142,2,True
heico__2528854,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:17,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,Clip,False,Clip,-0.16564347704182736,-0.08282173852091368,0.9205152250008464,2,False
heico__2529053,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:10:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,"Specimen,Sponge",False,"Clip, Sponge",-0.8623319122974497,-0.2155829780743624,0.8060713812319812,4,False
heico__2528988,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:18:29,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.003967634216134414,-0.0013225447387114713,0.9986783294381597,3,True
heico__2569398,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:28,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0001785315308938128,-8.92657654469064e-05,0.999910738218623,2,True
heico__2569548,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:21,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.0029458570354817166,-0.0009819523451605721,0.9990185296122776,3,True
heico__2569457,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:22:56,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-1.2159420024331395e-05,-4.053140008110465e-06,0.9999959468682058,3,True
heico__2511926,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:49,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.11921176770517776,-0.02980294192629444,0.9706367865193375,4,True
heico__2525180,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:21:49,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.3272085121362115,-0.10906950404540383,0.8966680932725006,3,True
heico__2525161,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:04:58,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-0.1112516789980711,-0.037083892999357035,0.9635952930587487,3,True
heico__2525114,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:10,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00020070883659753893,-6.690294553251298e-05,0.9999330992924197,3,True
heico__2529048,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.03889210204150526,-0.01944605102075263,0.9807418037806903,2,True
heico__2528809,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:27,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.004426955713312183,-0.0014756519044373945,0.9985254363344811,3,True
heico__2528990,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:52,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.05672752753835983,-0.018909175846119942,0.9812684810751963,3,True
heico__2529218,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:38:20,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.08963838133958965,-0.029879460446529883,0.9705625176702545,3,True
heico__2569396,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:26,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Needle,False,Clip,-0.2032118055616994,-0.1016059027808497,0.9033855032391551,2,True
heico__2569553,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:07:43,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,none,False,Clip,-0.6578283993787697,-0.32891419968938485,0.7197047649904157,2,False
heico__2569511,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:37:19,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-3.802848192120021e-05,-1.2676160640400069e-05,0.9999873239197018,3,True
heico__2511974,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:58,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.015193644507255953,-0.0037984111268139884,0.9962087937115307,4,True
heico__2524933,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:56,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.03867790028309153,-0.012892633427697177,0.9871901205499889,3,True
heico__2525290,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:13:21,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-5.0188129856337246e-05,-1.6729376618779083e-05,0.9999832707633165,3,True
heico__2525204,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:20,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0005126118546460489,-0.00017087061821534962,0.9998291439793373,3,True
heico__2528939,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Sponge,False,Sponge,-0.26765311702656486,-0.08921770567552162,0.914646428179187,3,False
lapchole__1291676,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2.0,Specimen bag,False,"Specimen, Specimen bag",-0.20413755448091994,-0.029162507782988564,0.9712586145568726,7,False
lapchole__1291610,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:10,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.001904005898153114,-0.0003808011796306228,0.9996192713159362,5,True
lapchole__1291672,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:38,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0,"Clip,Specimen,Specimen bag",True,"Clip, Specimen, Specimen bag",-0.0008010699329017394,-8.90077703224155e-05,0.9999109961907516,9,True
lapchole__1297924,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:15,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-3.123321702225873e-05,-1.5616608511129365e-05,0.9999843835134274,2,True
lapchole__1298346,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:49,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-7.844251812858926e-05,-1.9610629532147315e-05,0.999980389562755,4,True
lapchole__1299668,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:47,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00930716117916476,-0.00465358058958238,0.995357230539914,2,True
lapchole__1299699,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.00413006032092268,-0.000826012064184536,0.9991743289898691,5,True
lapchole__1299829,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:41,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0,Specimen bag,False,Specimen bag,-0.021677350584235672,-0.005419337646058918,0.994595320473149,4,False
lapchole__1299973,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:38,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-0.017408700118632024,-0.004352175029658006,0.9956572819596211,4,True
lapchole__1321589,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:50,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00019474717468358647,-9.737358734179323e-05,0.9999026311533121,2,True
lapchole__1321562,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:10,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0,Specimen,True,Specimen,-3.2902256602411734e-05,-1.0967418867470579e-05,0.9999890326412745,3,True
lapchole__1330240,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:56:43,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0018481951070255457,-0.0009240975535127729,0.9990763292931386,2,True
lapchole__1330242,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:28,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-0.003625791569507191,-0.0009064478923767978,0.999093962807412,4,True
lapchole__1330241,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:45,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,fo_class,,1.0,Clip,False,Clip,-0.26111817115242186,-0.13055908557621093,0.8776046376411029,2,False
lapchole__1291665,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:31,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.004947542627439861,-0.0009895085254879722,0.9990109808766372,5,True
lapchole__1291674,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:40,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0,"Specimen,Specimen bag",False,"Specimen, Specimen bag",-0.06807432531475169,-0.009724903616393098,0.9903222303439643,7,False
lapchole__1297975,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:34:55,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.00023814760800956836,-0.00011907380400478418,0.9998809332849993,2,True
lapchole__1298339,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:42,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-7.17654815268913e-05,-1.7941370381722826e-05,0.9999820587905637,4,True
lapchole__1299918,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:34:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.008924545356669518,-0.004462272678334759,0.9955476684681941,2,True
lapchole__1299888,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:45,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.019066196524199316,-0.0038132393048398634,0.9961940218597066,5,True
lapchole__1299657,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-0.08801287423803929,-0.022003218559509822,0.9782370865318655,4,True
lapchole__1321602,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:35:55,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-9.23914344466536e-05,-4.61957172233268e-05,0.9999538053497824,2,True
lapchole__1321586,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:31,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0,Specimen,True,Specimen,-0.0001849701650236442,-6.165672167454806e-05,0.9999383451790621,3,True
lapchole__1291592,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:56:52,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.005555552889672819,-0.0011111105779345637,0.9988895064768638,5,True
lapchole__1291675,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:41,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0,"Clip,Specimen bag",False,"Specimen, Specimen bag",-0.33082895585967975,-0.04726127940852568,0.9538381467629192,7,False
lapchole__1298000,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:38:51,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-8.154205305680163e-05,-4.0771026528400814e-05,0.9999592298045986,2,True
lapchole__1298342,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:45,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0,Specimen bag,True,Specimen bag,-1.0490451373529468e-05,-2.622612843382367e-06,0.9999973773905957,4,True
lapchole__1299664,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:39:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0021496151389848385,-0.0010748075694924193,0.9989257698292806,2,True
lapchole__1712614,lapchole,0043 - Laparoscopic Cholecystectomy.mp4,lapchole/0043 - Laparoscopic Cholecystectomy.mp4,00:24:59,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.00012875029764612456,-2.5750059529224912e-05,0.9999742502720007,5,True
lapchole__1716420,lapchole,0043 - Laparoscopic Cholecystectomy.mp4,lapchole/0043 - Laparoscopic Cholecystectomy.mp4,00:16:56,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-3.349827396664239e-05,-1.6749136983321196e-05,0.9999832510032827,2,True
lapchole__1716455,lapchole,0043 - Laparoscopic Cholecystectomy.mp4,lapchole/0043 - Laparoscopic Cholecystectomy.mp4,00:23:43,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,fo_class,,1.0,Specimen,True,Specimen,-0.002518988732451322,-0.0008396629108171073,0.9991606895074404,3,True
lapchole__1717176,lapchole,0043 - Laparoscopic Cholecystectomy.mp4,lapchole/0043 - Laparoscopic Cholecystectomy.mp4,00:17:30,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0005881049099449896,-0.0002940524549724948,0.9997059907742133,2,True
lapchole__1717410,lapchole,0043 - Laparoscopic Cholecystectomy.mp4,lapchole/0043 - Laparoscopic Cholecystectomy.mp4,00:24:14,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0,"Clip,Specimen",True,"Clip, Specimen",-0.00513238375930706,-0.001026476751861412,0.9989740498951872,5,True
