split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,lapchole,2513192,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,lapchole,2512884,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag
test,lapchole,2512860,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen
test,lapchole,2512923,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2512748,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,lapchole,2543902,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip
test,lapchole,2543620,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen bag,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen bag
test,lapchole,2543623,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen
test,lapchole,2543739,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
test,lapchole,5023111,1c,open_ended,invariant,non_spatial,False,False,There is one sponge visible in this frame. Is this foreign object currently grasped by an instrument?,No.,There is one sponge visible in this frame. Is this foreign object currently grasped by an instrument?,No.
test,lapchole,5023119,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.
test,lapchole,5023121,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded (not fully visible) by an anatomical structure in this frame?,specimen bag.,Which foreign object class is partially occluded (not fully visible) by an anatomical structure in this frame?,specimen bag.
test,lapchole,2536701,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:19:31 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:19:31. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,"At timepoint 00:19:31 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:19:31. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/right
test,lapchole,2556790,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,lapchole,2556801,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,lapchole,2561926,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right
test,lapchole,2562168,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left
test,lapchole,2562075,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right
test,lapchole,2562202,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left
test,lapchole,2517871,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,lapchole,2517927,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,lapchole,2518120,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,lapchole,2518304,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,lapchole,2518291,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,lapchole,2517945,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,lapchole,2517892,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,7,How many different foreign object instances appear in this frame? Please provide a number.,7
test,lapchole,2518413,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,lapchole,2518778,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,lapchole,2519510,3a,number,invariant,non_spatial,False,False,How many Sponges appear in this frame? Please provide a number.,1,How many Sponges appear in this frame? Please provide a number.,1
test,lapchole,2519990,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,lapchole,2520093,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,lapchole,2520097,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,lapchole,2520079,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,lapchole,2520103,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,lapchole,2525189,3a,binary,invariant,non_spatial,False,False,Do Specimens and Sponges co-occur in this frame? Please answer with yes or no.,no,Do Specimens and Sponges co-occur in this frame? Please answer with yes or no.,no
test,lapchole,2524393,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,lapchole,2538139,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,lapchole,2538157,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,lapchole,2501701,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,lapchole,2501757,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2510481,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag
test,lapchole,2510465,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen
test,lapchole,2510295,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,lapchole,2513053,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,lapchole,2512984,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,lapchole,2513136,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag
test,lapchole,2512814,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen
test,lapchole,2512947,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2512881,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,lapchole,2543924,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip
test,lapchole,2543619,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen bag,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen bag
test,lapchole,2543622,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen
test,lapchole,2543836,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
test,lapchole,5023113,1c,open_ended,invariant,non_spatial,False,False,There is one sponge visible in this frame. Is this object currently grasped by an instrument?,no.,There is one sponge visible in this frame. Is this object currently grasped by an instrument?,no.
test,lapchole,5023117,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded or not fully visible due to an instrument in this frame?,specimen.,Which foreign object class is partially occluded or not fully visible due to an instrument in this frame?,specimen.
test,lapchole,2536836,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:22:21 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:22:21. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,"At timepoint 00:22:21 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:22:21. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/right
test,lapchole,2556802,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,lapchole,2562099,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right
test,lapchole,2562182,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,Where is the center of the Sponge located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left
test,lapchole,2562199,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Specimen bag located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,Where is the center of the Specimen bag located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right
test,lapchole,2562203,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left
test,lapchole,2517922,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,lapchole,2518275,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,lapchole,2518196,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,lapchole,2517874,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,lapchole,2518188,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,lapchole,2518283,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,lapchole,2517917,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,7,How many different foreign object instances appear in this frame? Please provide a number.,7
test,lapchole,2518689,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,lapchole,2518819,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,lapchole,2657593,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2662432,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,lapchole,2662655,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag
test,lapchole,2662584,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen
test,lapchole,2663267,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,lapchole,2663380,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag
test,lapchole,2663529,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen
test,lapchole,2663290,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2679277,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip
test,lapchole,2679374,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen
test,lapchole,5023081,1c,open_ended,invariant,non_spatial,False,False,There is one specimen bag visible in this frame. Is this foreign object currently being grasped by an instrument?,No.,There is one specimen bag visible in this frame. Is this foreign object currently being grasped by an instrument?,No.
test,lapchole,5023078,1c,open_ended,invariant,non_spatial,False,False,Which foreign-object class is partially occluded or not fully visible due to an instrument in this frame?,"'none'. Errors: Improved grammar and clarity (rephrased wording, added hyphenation), replaced “at this frame” with “in this frame,” and standardized the instruction to answer 'none'.",Which foreign-object class is partially occluded or not fully visible due to an instrument in this frame?,"'none'. Errors: Improved grammar and clarity (rephrased wording, added hyphenation), replaced “at this frame” with “in this frame,” and standardized the instruction to answer 'none'."
test,lapchole,5023074,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.
test,lapchole,2675722,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:24:46 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:24:46. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: top/left,"At timepoint 00:24:46 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:24:46. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: top/right
test,lapchole,2686072,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen
test,lapchole,2688957,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left
test,lapchole,5024434,1e,open_ended,excluded_situs,anatomy_relative,False,False,"In which peritoneal space would the specimen bag be located if it were left behind in the abdomen at this time? Please provide a single peritoneal compartment/space name (e.g., supracolic space, infracolic space, pelvis, lesser sac) without explanation.",Left supracolic space.,"In which peritoneal space would the specimen bag be located if it were left behind in the abdomen at this time? Please provide a single peritoneal compartment/space name (e.g., supracolic space, infracolic space, pelvis, lesser sac) without explanation.",Left supracolic space.
test,lapchole,2665862,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,lapchole,2665923,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,lapchole,2665983,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,lapchole,2665932,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,lapchole,2666031,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,lapchole,2666150,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,lapchole,2666426,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,lapchole,2666666,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,lapchole,2667467,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,1,How many Clips appear in this frame? Please provide a number.,1
test,lapchole,2667503,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,lapchole,2667540,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,lapchole,2667512,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,lapchole,2667645,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,lapchole,2667730,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,lapchole,2670411,3a,binary,invariant,non_spatial,False,False,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,no
test,lapchole,2670846,3a,binary,invariant,non_spatial,False,False,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes,Do Specimens and Specimen bags co-occur in this frame? Please answer with yes or no.,yes
test,lapchole,2676821,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,lapchole,2676858,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,lapchole,2657586,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2662672,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag
test,lapchole,2662615,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen
test,lapchole,2663531,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,lapchole,2663547,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag
test,lapchole,2663325,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen
test,lapchole,2663578,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Specimen, Specimen bag"
test,lapchole,2679310,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip
test,lapchole,2679368,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Specimen
test,lapchole,5023079,1c,open_ended,invariant,non_spatial,False,False,There is one specimen visible in this frame. Is this foreign object currently being grasped by an instrument?,No.,There is one specimen visible in this frame. Is this foreign object currently being grasped by an instrument?,No.
test,lapchole,5023073,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.,Which foreign object class is partially occluded or not fully visible because of an instrument in this frame?,specimen.
test,lapchole,5023076,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.,Which foreign object class is partially occluded or not fully visible due to an anatomical structure in this frame?,none.
test,lapchole,2675760,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:26:20 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:26:20. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/right 2. Clip: bottom/right 3. Clip: bottom/right 4. Clip: bottom/right,"At timepoint 00:26:20 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:26:20. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/left 2. Clip: bottom/left 3. Clip: bottom/left 4. Clip: bottom/left
